1,"$10\,000 Gold?",Steigt Gold auf 10.000 Dollar?
26827, as good in Manchester as in Hyderabad. ,"In einer durchdachten Rede argumentierte der chinesische Notenbankchef Zhou Xiaochuan für eine globale Superwährung\, die ggf. vom Internationalen Währungsfonds ausgegeben werden könnte."
2024,"""The US\, preoccupied with the supposed specter of a \""clash of civilizations\"" between Islam and the West\", saw the AKPs modern\," westernized face as an opportunity and urged the EU to admit Turkey.""","""Die USA\, ganz auf das mutmaßliche Schreckgespenst eines \""Clash of Civilizations\"" zwischen dem Islam und der westlichen Welt fixiert\", erkannte im modernen\," verwestlichten Auftreten der AKP eine Gelegenheit und drängte die EU zur Aufnahme der Türkei."""
14367,America’s Sputnik Moment in Beijing,Amerikas Sputnikschock in Peking
26828,"Brain drains put enormous pressure on brain exporting countries to improve their governance\, their institutions\, and their economic and their social freedoms.",Dies sind die gemäßigteren Kritiker.
26829,Such improvements are the ultimate test of a successful society.,"Der aktuelle Präsident des EU-Ministerrates\, der tschechische Ministerpräsident Miroslav Topolanek\, hat die Verärgerung vieler europäischer Führer offen zum Ausdruck gebracht\, als er Amerikas liederlichen Ansatz in der Fiskalpolitik als „Weg in die Hölle“ beschrieb."
14368,"NEW YORK – August 8\, 2008\, may someday be remembered as the first day of the post-American era.",NEW YORK – Der 8. August 2008 wird uns vielleicht eines Tages als der erste Tag des postamerikanischen Zeitalters in Erinnerung bleiben.
2025,"""Today\, both \""conservative democrats\"" and liberals advocate passing all the reforms needed to gain accession to the EU\", while opponents include extreme nationalists\, of both left and right\," as well as some elements of the \""secular\"" establishment.""","""Heute werben sowohl \""konservativen Demokraten\"" als auch Liberale für die Verabschiedung aller Reformen\", die für den Beitritt zur EU notwendig sind. Zu den Gegnern zählen dabei extreme Nationalisten\, sowohl von links als auch rechts\," sowie Teile des \""säkularen\"" Establishments."""
26830,"For this reason especially\, but also for many others\, the more brains that are drained\, the better! ",Er hätte dasselbe ebenso gut über die europäischen Ansichten zur Führung der USA im Finanzwesen sagen können.
26831,Brave New Financial World,Es steht in der Debatte über eine internationale Finanzreform enorm viel auf dem Spiel.
2026,The Europeans could have tipped the balance decisively in favor of the reformers by finally rewarding the efforts of the pro-EU Turks at last Decembers summit of EU leaders.,"Die Europäer hätten den Ausschlag zu Gunsten der Reformer geben können\, indem sie endlich die Bemühungen der EU-freundlichen Türken beim EU-Gipfeltreffen im vergangenen Dezember belohnen."
26832,CAMBRIDGE – A huge struggle is brewing within the G-20 over the future of the global financial system.,"Die Rolle des Dollars im Mittelpunkt des globalen Finanzsystems verleiht den USA die Fähigkeit\, riesige Mengen an Kapital aufzunehmen\, ohne ihre Wirtschaft damit übermäßig zu belasten."
2027,"Instead\, the EU kept Turkey waiting yet again\, putting off formal negotiations that\, in any case\, may take years to complete.","Stattdessen ließ die EU die Türkei erneut warten und verschob formelle Verhandlungen\, die wahrscheinlich ohnehin Jahre in Anspruch nehmen würden."
2028,Europes persistent reluctance puts the Turks in a quandary.,Europas anhaltender Widerwillen bringt die Türken in eine missliche Lage.
26833,The outcome could impact the world – and not only the esoteric world of international finance – for decades to come.,"Tatsächlich senkte der ehemalige US-Präsident George W. Bush zur selben Zeit die Steuern\, als er in den Irak einmarschierte."
14369,"Or it could be remembered as another “Sputnik moment\,” when\, as with the Soviet foray into outer space in 1957\, the American people realized that the country had lost its footing and decided it was time for the United States to get its act together.","Vielleicht wird man ihn auch als einen zweiten „Sputnikschock“ im Gedächtnis behalten\, der Moment\, in dem den Amerikanern durch den sowjetischen Ausflug in den Weltraum 1957 klar wurde\, dass das Land den Halt verloren hatte\, und in dem sie beschlossen\, es sei an der Zeit\, dass die Vereinigten Staaten die Kurve kriegten."
26834,"Finance shapes power\, ideas\, and influence.","Egal\, wie zweifelhaft Bushs Handeln in beiderlei Hinsicht gewesen sein mag: Die Zinsen für US-Schuldtitel sind damals wirklich gesunken."
2029,The Americans want full EU membership for Turkey--a longstanding NATO member and close American ally--while Europeans complain about the Turkish militarys domestic political role.,Die USA wollen die volle EU-Mitgliedschaft für die Türkei langjähriges NATO-Mitglied und enger amerikanischer Verbündeter während sich die Europäer über die innenpolitische Rolle des türkischen Militärs beklagen.
14370,There was no mistaking the power and symbolism of the opening ceremonies for the Beijing Olympic Games on August 8.,Die Macht und Symbolik der Eröffnungsfeier der Olympischen Spiele in Peking am 8. August war unmissverständlich.
26835,"Cynics may say that nothing will happen to the fundamentals of the global financial system\, but they are wrong.","Noch grundlegender ist\, dass die Rolle der USA im Zentrum des globalen Finanzsystems Amerikas Gerichten\, Aufsichtsbehörden und Politikern enorme Macht über die weltweite Investitionstätigkeit gibt."
2030,"The paradox is that\, by maintaining a political distance and thus limiting Turkeys options\, Europe may end up reinforcing Turkeys status as a military outpost of the US.","Wenn Europa die politische Distanz aufrechterhält und so die Optionen der Türkei einschränkt\, kann es paradoxerweise den Status der Türkei als militärischer Vorposten der USA letzten Endes bekräftigen."
26836,"In all likelihood\, we will see huge changes in the next few years\, quite possibly in the form of an international financial regulator or treaty.","Dies ist auch der Grund\, warum die anhaltenden Funktionsstörungen im US-Finanzsystem dazu beigetragen haben\, eine derart tiefe globale Rezession anzuheizen."
2031,"At least\, that was how things were shaping up prior to the war in Iraq.",So begann es sich jedenfalls vor Beginn des Irakkrieges abzuzeichnen.
26837,"Indeed\, it is virtually impossible to resolve the current mess without some kind of compass pointing to where the future system lies.",Andererseits: Welche Alternative gibt es zu Geithners Vision?
14371,"That multimedia spectacular did far more than trace China’s 5\,000-year history; it was a statement that China is a major civilization that demands and deserves its rightful place in the global hierarchy.","Das Multimediaspektakel hat bei weitem nicht nur Chinas 5000-jährige Geschichte nachgezeichnet; es war ein Statement\, dass China eine große Zivilisation ist\, die ihren rechtmäßigen Platz in der globalen Hierarchie fordert und verdient."
26838,The United States and Britain naturally want a system conducive to extending their hegemony.,Gibt es ein anderes Paradigma für das globale Finanzsystem?
2032,"Then\, despite massive US pressure\, Turkeys parliament unexpectedly rejected the governments proposal to allow US troops in Turkey to launch an invasion from Turkish territory.","Dann jedoch lehnte das türkische Parlament\, trotz massiven Drucks seitens der USA\, unerwartet den Antrag der Regierung ab\, US-Truppen in der Türkei von türkischem Boden aus eine Invasion in Gang setzen zu lassen."
26839,US Treasury Secretary Timothy Geithner has recently advanced the broad outlines of a more conservative financial regulatory regime.,"Chinas Ansatz stellt eine enorme verdeckte Steuer für die Sparer dar\, die für ihre Einlagen nur ein Almosen an Zinsen erhalten."
2033,Turkeys refusal to grant the Americans access to military bases on its territory effectively ruled out a northern front in the war.,"Die Weigerung der Türkei\, den Amerikanern Zugang zu Militärbasen auf ihrem Territorium zu gewähren\, hat eine Nordfront im Krieg effektiv verhindert."
38972,"But where humans are concerned\, safety must come first.","Rezessionen der zweiten Kategorie entstehen zufällig\, beispielsweise wenn das Vertrauen der Konsumenten abnimmt oder wenn Unternehmen nervös werden und ihre Investitionen und/oder Lagerbestände einschränken."
26840,Even critics of past US profligacy must admit that the Geithner proposal contains some good ideas.,"Dies erlaubt es den staatlich kontrollierten Banken\, von ihnen begünstigten Firmen und Sektoren Geld zu subventionierten Zinssätzen zu leihen."
2034,"The Turkish government even attempted a regional initiative for a peaceful solution to the crisis\, an effort no current EU member could have contemplated.","Die türkische Regierung versuchte sogar eine regionale Initiative für eine friedliche Lösung des Konflikts; eine Bemühung\, die keines der aktuellen EU-Mitglieder hätte in Erwägung ziehen können."
14372,"googletag.cmd.push(function () { googletag.display(Mpu); });There was also no mistaking the symbolism of seeing President Bush\, waving cheerfully from his spot in the bleachers while Chinese President Hu Jintao sat behind what looked more like a throne.","googletag.cmd.push(function () { googletag.display(Mpu); });Auch eine andere Symbolik war eindeutig: Präsident Bush winkte fröhlich von seinem Platz auf der unüberdachten Tribüne\, während der chinesische Präsident Hu Jintao hinter etwas saß\, das eher wie ein Thron aussah."
38973,"Because the defects found in clones are not genetic mutations\, pre-implantation diagnosis at the embryo stage will not reveal their existence. ",Dies war die Ursache für Amerikas Rezession in den frühen 90er Jahren.
26841,"Above all\, regulators would force financiers to hold more cash on hand to cover their own bets\, and not rely so much on taxpayers as a backstop.","Indien erzwingt mittels finanzieller Repressionen den Einsatz privater Rücklagen zur Finanzierung der enormen Staatsverschuldung – zu deutlich niedrigeren Zinsen\, als sie auf dem freien Markt erhältlich wären."
38974,Problems caused by these defects could emerge at any point in the persons life.,"Der dritte Typ von Rezessionen tritt ein\, wenn Ungleichgewichte in einer Volkswirtschaft ein unhaltbares Ausmaß erreichen\, bevor es zur Explosion kommt."
2035,Parliaments rejection of US troops powerfully refutes suggestions that Turkey was primarily concerned about the size of the American aid package on offer as an inducement to cooperate.,"Die Zurückweisung der US-Truppen seitens des Parlamentes widerlegt deutlich Andeutungen\, dass die Türkei vorrangig über den Umfang des amerikanischen Hilfspaketes besorgt gewesen sei\, das als Anreiz zur Kooperation geboten wurde."
